CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15601008,802,France,Male,33,8,0,2,1,0,143706.18,0
15601012,802,France,Female,60,3,92887.06,1,1,0,39473.63,1
15601026,572,Germany,Female,19,1,138657.08,1,1,1,16161.82,0
15601172,672,France,Male,31,6,91125.75,1,1,0,177295.92,0
15601184,604,Spain,Female,26,3,0,2,1,0,155248.62,0
15601263,493,Spain,Female,48,7,0,2,1,0,48545.1,0
15601274,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0
15601410,744,Spain,Female,46,1,0,3,1,1,177431.59,1
15601550,595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0
15601569,598,France,Female,40,2,171178.25,1,1,0,137980.58,1
15601589,675,France,Female,57,8,0,2,0,1,95463.29,0
15601594,698,France,Female,51,6,144237.91,4,1,0,157143.61,1
15601659,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1
15601688,546,France,Male,28,8,0,1,1,0,159254.29,0
15601787,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,1
15601796,645,France,Male,30,1,125739.26,1,1,1,193441.23,0
15601811,668,France,Female,53,10,110240.04,1,0,0,183980.56,1
15601848,594,France,Male,35,2,0,2,1,0,103480.69,0
15601857,705,Germany,Female,46,4,115518.07,1,0,0,76544.9,1
15601873,677,France,Female,36,7,0,1,1,0,47318.75,0
15601892,563,France,Male,33,8,0,2,0,1,68815.05,0
15602010,850,Germany,Female,45,5,103909.86,1,1,0,60083.11,1
15602034,697,France,Female,34,2,126558.92,1,1,0,73334.43,0
15602084,663,France,Female,42,5,124626.07,1,1,1,78004.5,0
15602124,731,France,Male,30,7,0,2,1,1,184581.68,0
15602280,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1
15602282,587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1
15602312,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0
15602373,812,France,Male,44,4,115049.15,2,1,0,165038.41,0
15602405,703,Germany,Female,38,9,99167.54,1,1,0,65720.92,0
15602497,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0
15602551,667,Spain,Male,39,9,0,2,1,0,68873.8,0
15602554,664,France,Female,31,9,114519.57,2,0,1,79222.02,0
15602647,729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1
15602731,724,France,Male,31,5,0,1,1,0,134889.95,1
15602735,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1
15602797,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1
15602811,730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0
15602841,794,Spain,Female,28,5,0,2,0,1,86699.98,0
15602844,717,France,Male,38,7,97459.06,1,0,0,189175.71,0
15602929,728,Spain,Female,37,4,0,1,0,0,4539.38,0
15602994,487,France,Female,53,10,89550.85,1,0,1,90076.85,0
15603065,751,France,Female,30,6,0,2,1,0,15766.1,0
15603088,451,Spain,Female,23,9,0,2,0,1,48021.71,0
15603096,410,France,Male,33,6,125789.69,1,0,0,66333.56,1
15603111,850,Spain,Male,71,10,69608.14,1,1,0,97893.4,1
15603134,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0
15603135,634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1
15603156,571,France,Female,33,1,0,2,1,0,102750.7,0
15603170,654,France,Male,32,9,121455.65,1,1,0,190068.53,1
15603203,650,France,Female,27,6,0,2,1,0,1002.39,0
15603216,642,France,Male,25,7,0,2,1,0,102083.78,0
15603246,498,France,Male,73,2,170241.7,2,1,1,165407.96,0
15603319,693,France,Male,29,2,151352.74,1,0,0,197145.89,0
15603323,660,Spain,Female,33,1,0,2,0,0,117834.91,0
15603436,594,Spain,Female,49,2,126615.94,2,0,1,123214.74,0
15603465,665,Germany,Female,45,5,155447.65,2,1,0,51871.95,1
15603554,513,France,Female,45,0,164649.52,3,1,0,49915.52,1
15603565,603,Spain,Female,56,5,90778.76,2,1,0,162223.67,1
15603582,569,Spain,Female,34,3,0,1,1,0,133997.53,0
15603594,635,Spain,Male,24,4,0,2,1,1,70668.77,0
15603665,638,Germany,Female,39,0,122501.28,2,1,1,95007.8,0
15603749,564,France,Female,53,2,45472.28,1,1,1,41055.71,1
15603764,560,France,Male,49,4,0,1,1,1,100075.1,1
15603830,600,Spain,Male,36,4,0,2,1,0,143635.36,0
15603846,711,Spain,Male,37,2,0,2,1,0,83978.86,1
15603851,704,France,Male,32,7,127785.17,4,0,0,184464.7,1
15603880,519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1
15603914,614,France,Male,40,6,0,1,1,1,20339.79,1
15603925,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0
15603942,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1
15604044,700,France,Male,38,8,134811.3,1,1,0,1299.75,0
15604073,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0
15604093,546,France,Male,34,4,165363.31,2,1,1,25744.13,1
15604119,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0
15604138,749,Spain,Male,34,2,0,1,0,0,174189.04,1
15604217,726,France,Male,34,9,0,2,0,0,14121.61,0
15604295,543,France,Male,36,6,0,2,1,0,176728.28,0
15604304,539,Germany,Female,34,4,91622.42,1,1,1,136603.42,0
15604314,703,Germany,Female,26,1,97331.19,1,1,0,63717.49,0
15604345,730,France,Female,22,9,65763.57,1,1,1,145792.01,0
15604348,710,Spain,Male,22,8,0,2,0,0,99645.04,0
15604355,519,France,Male,39,1,97700.02,1,1,1,30709.03,0
15604482,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0
15604544,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
15604576,850,Spain,Male,22,3,0,1,1,1,144385.54,0
15604588,850,Spain,Female,38,3,0,2,0,1,179360.76,0
15604706,581,Germany,Male,38,1,133105.47,1,1,0,105732.9,1
15604782,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0
15604792,609,Germany,Male,38,6,140752.06,2,0,1,171430.16,0
15604804,516,France,Female,33,7,127305.5,1,1,1,120037.36,0
15604818,798,France,Male,34,9,154495.79,1,1,0,191395.88,0
15604891,624,Spain,Female,38,8,0,2,1,0,95403.41,0
15605000,550,France,Male,38,9,140278.99,3,1,1,171457.06,1
15605020,651,France,Male,45,2,165901.59,2,1,0,23054.51,1
15605036,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0
15605037,818,France,Female,49,2,0,1,0,1,192298.84,1
15605059,576,Germany,Male,63,3,148843.56,1,1,0,69414.13,1
15605072,638,France,Female,43,3,145860.98,1,1,1,142763.51,1
15605263,552,France,Male,33,5,140931.57,1,0,1,10921.5,0
15605275,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1
15605279,792,France,Male,50,9,0,4,1,1,194700.81,1
15605284,688,France,Male,26,1,0,2,1,1,104435.94,0
15605286,565,France,Male,55,4,118803.35,2,1,1,128124.7,1
15605293,559,France,Female,43,1,0,2,1,1,196645.87,0
15605327,607,France,Male,35,2,0,2,1,1,114190.3,0
15605333,529,Spain,Male,31,6,0,1,1,0,10625.91,0
15605375,651,France,Male,35,2,86911.8,1,1,0,174094.24,0
15605425,545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0
15605447,752,France,Male,49,2,78653.84,1,1,0,7698.6,0
15605461,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0
15605534,644,Germany,Female,51,4,95560.04,1,0,0,72628.84,1
15605665,673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0
15605666,720,France,Female,34,6,110717.38,1,1,1,9398.45,0
15605684,664,France,Female,31,7,104158.84,1,1,0,134169.85,0
15605698,746,France,Male,58,3,0,3,1,1,80344.96,1
15605742,737,France,Male,43,0,80090.93,1,1,0,39920,1
15605826,652,Germany,Male,46,10,121063.8,3,1,0,151481.86,1
15605835,743,France,Male,37,8,69143.91,2,0,1,105780.18,0
15605916,659,France,Female,50,3,0,1,1,0,183399.12,1
15605918,635,Germany,Male,43,5,78992.75,2,0,0,153265.31,0
15605926,649,Germany,Male,70,9,116854.71,2,0,1,107125.79,0
15605950,530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0
15605965,630,France,Male,43,9,0,2,1,1,34338.04,0
15605968,574,France,Male,26,8,97460.1,1,1,1,43093.67,0
15606097,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,1
15606115,510,France,Female,52,6,191665.21,1,1,1,131312.56,1
15606133,628,Spain,Male,42,7,0,2,0,1,172967.87,0
15606149,571,Germany,Female,66,9,111577.01,1,0,1,189271.9,0
15606267,622,France,Female,38,4,98640.74,1,1,1,110457.99,0
15606273,616,France,Male,37,5,144235.73,2,0,0,154957.66,1
15606274,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0
15606310,823,France,Male,71,5,149105.08,1,0,1,162683.06,0
15606386,753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1
15606397,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1
15606472,585,France,Female,38,5,0,1,1,1,87363.56,0
15606507,555,France,Male,24,5,0,2,1,0,27513.47,0
15606613,655,France,Female,59,7,0,1,1,0,88958.49,1
15606641,762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1
15606755,597,Spain,Female,46,4,0,2,1,0,58667.16,1
15606836,782,France,Female,33,2,94493.03,1,0,1,101866.39,0
15606841,823,France,Male,38,1,0,2,1,0,156603.7,0
15606887,775,France,Female,30,5,0,1,1,0,193880.6,1
15606915,764,France,Male,24,7,98148.61,1,1,0,26843.76,0
15606944,645,Germany,Male,43,9,140121.17,1,1,0,11302.7,1
15607040,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0
15607098,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0
15607133,717,Spain,Female,49,1,110864.38,2,1,1,124532.9,1
15607142,658,France,Male,32,8,0,1,1,1,80410.68,0
15607170,699,France,Male,35,5,0,2,1,1,78397.24,0
15607178,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
15607263,788,France,Male,55,3,0,1,0,1,13288.46,1
15607275,850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1
15607278,794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0
15607312,648,Spain,Female,49,10,0,2,1,1,159835.78,1
15607314,536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1
15607347,734,France,Male,22,5,130056.23,1,0,0,121894.31,1
15607381,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0
15607526,638,Germany,Male,50,1,102645.48,1,1,0,168359.98,1
15607537,587,Germany,Male,46,9,107850.82,1,1,0,139431,1
15607577,663,Spain,Male,27,8,0,1,1,1,188007.99,0
15607598,575,Spain,Female,31,6,0,2,1,1,95686.42,0
15607691,658,France,Male,36,8,174060.46,1,1,1,94925.62,0
15607713,850,Spain,Female,29,1,0,2,1,1,197996.65,0
15607748,498,Germany,Male,37,8,108432.88,2,1,1,14865.05,0
15607827,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0
15607837,746,France,Female,29,4,105599.67,1,1,1,43106.17,0
15607993,625,France,Female,52,2,79468.96,1,1,1,84606.03,0
15608114,587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0
15608166,761,France,Male,36,9,127637.92,1,1,1,81062.93,0
15608226,513,Spain,Male,72,3,98903.06,1,1,1,81251.24,0
15608230,667,France,Male,23,1,0,2,1,0,91573.19,0
15608246,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1
15608338,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
15608344,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1
15608381,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1
15608387,786,France,Female,29,4,0,2,1,0,103372.79,0
15608406,678,France,Male,26,5,111128.04,1,1,0,60941.27,1
15608528,645,France,Female,68,9,0,4,1,1,176353.87,1
15608541,498,France,Male,46,1,91857.66,1,1,0,101954.78,1
15608588,563,Germany,Male,41,2,100520.92,1,1,1,19412.8,1
15608653,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1
15608701,651,Germany,Male,29,3,121890.06,1,1,0,54530.51,1
15608886,679,France,Female,33,1,0,2,0,0,69608.48,0
15608968,714,Germany,Male,21,6,86402.52,2,0,0,27330.59,0
15609011,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1
15609070,515,Germany,Male,45,7,120961.5,3,1,1,39288.11,1
15609083,544,France,Female,26,6,0,1,1,0,100200.4,1
15609286,702,France,Male,37,10,150525.8,1,1,1,94728.49,0
15609299,595,France,Male,29,6,150685.79,1,1,0,87771.06,0
15609319,711,France,Female,41,3,145754.91,1,1,1,101455.07,0
15609458,797,France,Male,30,10,69413.44,1,1,1,74637.57,0
15609475,604,Spain,Female,39,7,98544.11,1,1,1,52327.57,0
15609510,669,France,Male,45,7,149364.58,1,0,1,173454.07,0
15609545,548,France,Male,29,5,83442.98,1,0,1,177017.39,0
15609558,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1
15609562,774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0
15609618,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1
15609623,637,France,Female,63,5,0,1,1,0,28092.77,1
15609637,652,France,Male,51,7,0,2,0,1,43496.36,0
15609653,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1
15609669,542,France,Female,39,4,109949.39,2,1,1,41268.65,0
15609676,718,France,Female,35,2,167924.95,1,1,0,43024.64,0
15609704,608,France,Female,33,4,0,1,1,0,79304.38,1
15609735,533,Germany,Male,51,6,127545.56,2,0,0,79559.02,1
15609758,537,France,Female,45,7,158621.04,1,1,0,120892.96,1
15609824,794,France,Female,41,7,176845.41,3,1,0,166526.26,1
15609998,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1
15610002,802,Spain,Male,41,5,0,2,1,1,134626.3,0
15610056,631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0
15610105,666,Germany,Female,21,1,121827.43,2,1,1,99818.31,0
15610140,601,France,Female,34,5,0,2,1,0,27022.57,0
15610147,632,France,Male,60,2,0,2,0,1,2085.32,0
15610156,637,France,Male,40,2,133463.1,1,0,1,93165.34,0
15610165,761,France,Female,26,1,0,2,1,1,199409.19,0
15610271,684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0
15610337,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0
15610343,705,France,Female,37,10,0,2,1,1,13935.53,1
15610355,713,France,Male,44,1,63438.91,1,1,0,64375.4,0
15610383,628,France,Female,46,1,46870.43,4,1,0,31272.14,1
15610403,659,France,Male,43,1,106086.42,2,1,0,26900.63,0
15610416,745,France,Female,36,9,0,1,1,0,19605.18,1
15610426,764,France,Female,39,5,81042.42,1,0,1,109805.17,0
15610446,714,France,Female,51,4,88308.87,3,0,0,5862.53,1
15610594,644,France,Female,37,8,0,2,1,0,20968.88,0
15610686,850,France,Male,63,8,169832.57,1,0,0,184107.26,1
15610755,643,France,Female,33,0,137811.75,1,1,1,184856.89,0
15610765,559,France,Male,29,1,0,2,0,0,155639.76,0
15610781,702,France,Female,29,10,88378.6,1,1,0,88550.28,0
15610801,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
15610900,770,France,Female,70,9,110738.89,1,1,0,22666.77,1
15610903,560,Spain,Female,31,5,125341.69,1,1,0,79547.39,0
15610930,572,Germany,Female,35,1,139979.07,1,1,0,185662.84,0
15610972,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1
15611024,567,France,Female,23,9,93522.2,1,0,1,81425.61,0
15611029,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0
15611058,702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1
15611088,790,France,Female,31,9,0,2,1,0,84126.75,0
15611105,799,Spain,Male,35,7,0,2,0,1,140780.8,0
15611186,609,France,Male,37,1,39344.83,1,1,1,178291.89,1
15611191,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0
15611318,599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1
15611325,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0
15611331,511,France,Female,46,1,0,1,1,1,115779.48,1
15611371,736,France,Male,43,4,176134.54,1,1,1,52856.88,0
15611430,690,France,Male,54,5,0,1,1,0,12847.61,1
15611544,701,Germany,Male,36,7,95448.32,2,1,0,189085.07,0
15611551,676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0
15611579,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0
15611580,751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0
15611669,623,Germany,Male,50,7,126608.37,1,0,1,645.61,1
15611699,641,France,Female,40,7,0,1,1,0,126996.67,0
15611729,703,Germany,Male,39,1,141559.5,1,1,1,31257.1,1
15611759,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
15611767,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1
15611800,624,France,Female,62,7,125163.62,2,1,1,151411.5,0
15611905,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
15611961,615,France,Male,35,7,0,2,1,0,150784.29,0
15612030,724,France,Male,28,9,0,2,1,1,100240.2,0
15612050,556,Spain,Female,48,8,168522.37,1,1,1,151310.16,0
15612064,474,France,Male,33,5,0,2,1,0,181945.52,1
15612071,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0
15612087,671,France,Male,45,2,106376.85,1,0,1,158264.62,0
15612092,646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1
15612095,751,France,Female,48,9,0,1,1,0,137508.42,1
15612103,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1
15612108,625,France,Male,52,5,164978.01,1,1,1,67788.49,0
15612109,819,France,Male,38,9,122334.26,2,1,1,181507.44,0
15612139,786,France,Female,33,0,83036.05,1,0,1,154990.58,1
15612187,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0
15612193,762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0
15612207,840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1
15612350,691,France,Female,31,5,40915.55,1,1,0,126213.84,1
15612455,549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0
15612465,684,Spain,Male,34,9,100628,2,1,1,190263.78,0
15612478,525,France,Male,51,10,0,3,1,0,171045.35,1
15612494,359,France,Female,44,6,128747.69,1,1,0,146955.71,1
15612505,835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0
15612525,499,France,Female,57,1,0,1,0,0,131372.38,1
15612615,616,France,Female,37,6,0,2,1,0,86242.18,0
15612627,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0
15612633,581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0
15612769,692,France,Male,28,5,61581.97,1,1,1,70179.91,0
15612771,452,France,Male,35,4,148172.44,1,1,1,4175.68,0
15612776,850,Spain,Female,39,10,0,2,1,1,143030.09,0
15612893,558,Spain,Male,45,4,0,1,1,0,131807.14,0
15612966,545,Germany,Female,60,7,128981.07,1,0,1,176924.21,1
15613014,722,Germany,Male,29,1,107233.85,2,1,0,24924.92,0
15613017,586,Germany,Male,32,1,149814.54,1,1,0,31830.06,0
15613048,648,Germany,Female,40,5,139973.65,1,1,1,667.66,1
15613085,628,Spain,Female,33,3,0,1,1,1,188193.25,0
15613097,605,France,Female,33,4,0,2,0,1,83700.66,0
15613102,670,France,Female,31,2,57530.06,1,1,1,181893.31,1
15613141,717,France,Female,41,3,135756.96,1,1,1,103706.41,0
15613172,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0
15613189,774,France,Female,52,2,56580.93,1,1,0,113266.28,1
15613216,639,Spain,Female,39,1,141789.15,1,1,0,92455.96,0
15613282,757,France,Male,29,8,130306.49,1,1,0,77469.38,0
15613319,793,France,Female,33,0,0,1,0,0,175544.02,0
15613326,596,France,Female,33,1,138162.81,1,1,0,85412.54,0
15613471,579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0
15613623,640,Spain,Male,62,3,0,1,1,1,101663.47,0
15613630,775,France,Male,52,8,109922.61,1,1,1,96823.32,1
15613656,842,France,Male,58,1,63492.94,1,1,1,83172.19,0
15613699,430,France,Female,60,7,73937.02,1,1,0,161937.62,1
15613712,634,Spain,Male,34,1,0,2,1,0,61995.57,0
15613713,644,France,Male,30,5,44928.88,1,1,1,10771.46,0
15613749,569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1
15613772,542,France,Male,39,3,135096.77,1,1,1,14353.43,1
15613786,818,Spain,Male,26,4,0,2,1,1,167036.94,0
15613816,539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0
15613844,557,France,Female,28,7,146445.24,2,1,0,184317.74,0
15613854,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1
15613880,591,Spain,Male,58,5,128468.69,1,0,1,137254.55,0
15613886,722,Spain,Male,43,1,0,1,1,0,44560.17,1
15614034,607,Germany,Male,61,2,164523.5,2,1,1,35786.76,0
15614049,664,France,Male,55,8,0,2,1,1,139161.64,0
15614103,850,Germany,Male,42,8,119839.69,1,0,1,51016.02,1
15614168,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1
15614187,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0
15614213,620,France,Male,37,0,107548.94,1,1,0,71175.94,0
15614215,717,France,Male,53,6,0,2,0,1,97614.87,0
15614220,750,France,Male,22,5,0,2,0,1,105125.65,0
15614230,426,France,Female,34,3,0,2,1,1,61230.83,0
15614302,699,Germany,Female,31,10,125837.86,2,1,0,189392.66,0
15614365,696,Germany,Male,31,3,150604.52,1,0,0,5566.6,0
15614420,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0
15614491,539,France,Male,39,3,139153.68,2,1,0,147662.33,0
15614687,677,Germany,Female,44,4,148770.61,2,1,1,191057.76,0
15614740,684,France,Female,41,6,135203.81,2,1,1,121967.88,0
15614778,579,France,Male,31,6,0,2,1,0,26149.25,0
15614782,526,France,Male,36,1,0,1,1,0,160696.72,0
15614818,764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0
15614827,503,France,Male,42,8,104430.08,1,1,1,147557.71,0
15614878,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0
15614929,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0
15614934,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0
15615012,594,France,Male,23,5,156267.59,1,1,0,160968.44,0
15615016,515,France,Male,33,2,0,2,1,1,136028.97,0
15615020,595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0
15615029,734,Spain,Male,39,6,0,1,1,1,95135.27,0
15615032,624,Spain,Male,46,3,0,2,1,1,62825.03,0
15615050,575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1
15615091,691,France,Male,24,6,0,2,1,1,92811.2,0
15615096,492,France,Female,31,7,0,2,1,1,49463.44,0
15615126,780,France,Female,37,3,0,2,0,0,182156.81,1
15615140,791,France,Male,36,6,111168.97,1,1,1,189969.91,0
15615207,792,Spain,Male,47,0,0,1,1,1,5557.88,1
15615296,405,France,Male,39,10,0,1,1,0,160810.85,1
15615430,678,Germany,Male,55,4,129646.91,1,1,1,184125.1,1
15615456,680,France,Female,37,10,123806.28,1,1,0,81776.84,1
15615457,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0
15615575,722,France,Male,34,8,0,2,1,1,133447.49,0
15615624,605,France,Female,28,6,0,2,0,0,159508.52,0
15615797,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1
15615820,837,France,Male,49,8,103302.37,1,1,1,50974.57,0
15615896,621,Spain,Male,39,8,0,2,1,0,36122.96,0
15615991,654,France,Male,42,7,99263.09,1,1,1,67607.9,0
15616213,555,Germany,Female,51,9,138214.5,1,1,0,198715.27,1
15616221,497,France,Female,29,4,85646.81,1,0,0,63233.02,1
15616240,530,Spain,Male,37,4,0,2,1,1,164844.37,0
15616280,536,France,Male,46,1,65733.41,1,1,0,61094.53,0
15616330,595,France,Male,31,4,0,2,1,0,189995.86,0
15616367,581,Germany,Male,39,1,121523.51,1,0,0,161655.55,1
15616380,803,Spain,Female,37,1,0,2,0,0,7455.2,0
15616451,697,France,Female,47,6,128252.66,1,1,1,168053.4,0
15616454,476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1
15616529,613,Spain,Male,34,3,0,1,1,1,41724.72,0
15616530,638,France,Male,36,6,188455.19,1,0,0,47031.4,1
15616550,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0
15616555,850,Germany,Male,41,8,60880.68,1,1,0,31825.84,0
15616666,646,Germany,Female,52,6,111739.4,2,0,1,68367.18,0
15616676,632,Germany,Male,23,3,122478.51,1,1,0,147230.77,1
15616700,622,Spain,Female,41,9,0,2,1,1,155786.39,0
15616709,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0
15616811,535,France,Male,47,0,160729.1,1,0,1,145986.35,0
15616859,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1
15616922,479,France,Female,26,1,0,2,1,1,19116.97,0
15616929,730,Spain,Male,62,5,112181.08,1,0,1,61513.87,0
15616931,653,France,Male,41,8,102768.42,1,1,0,55663.85,0
15617052,782,France,Male,34,9,0,1,1,0,183021.06,1
15617065,650,Spain,Male,42,4,194532.66,1,1,0,171045.31,1
15617078,658,France,Female,44,6,148481.09,1,1,0,130529.13,0
15617082,516,France,Male,33,7,115195.58,1,1,1,11205.5,0
15617134,716,France,Male,38,4,0,2,1,0,189678.7,0
15617136,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
15617197,524,France,Male,50,4,0,2,1,1,31840.59,1
15617252,697,France,Female,33,1,87347.7,1,1,0,172524.51,0
15617331,637,Germany,Female,39,3,109698.41,1,1,1,88391.29,1
15617482,489,Germany,Female,52,1,131441.51,1,1,0,37240.11,1
15617486,530,France,Male,52,1,106723.28,1,0,0,109960.4,1
15617518,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0
15617603,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
15617617,811,Spain,Male,39,7,0,2,1,1,177519.39,0
15617648,584,France,Female,44,5,95671.75,2,1,1,106564.88,0
15617655,564,Spain,Female,35,9,0,2,1,1,105837.38,0
15617705,609,France,Female,39,8,141675.23,1,0,1,175664.25,0
15617866,657,Spain,Male,67,5,119785.47,2,1,1,107534.32,0
15617877,607,France,Male,44,0,0,2,1,1,81140.09,0
15617934,579,France,Male,36,9,129829.59,1,1,1,60906.12,0
15617982,661,Spain,Female,42,3,0,2,1,0,35989.41,0
15618018,571,France,Female,35,1,104783.81,2,0,1,178512.52,0
15618182,678,France,Female,38,2,0,2,0,0,115068.99,0
15618213,674,France,Female,32,7,85757.93,1,1,1,95481,0
15618225,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0
15618239,530,France,Female,48,0,0,1,1,0,85081.09,0
15618255,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1
15618314,676,France,Male,40,8,114005.78,1,1,1,67998.45,0
15618401,616,Germany,Male,41,10,113220.2,2,1,1,114072.91,0
15618562,618,Germany,Female,40,0,140306.38,1,1,0,160618.61,1
15618566,572,France,Female,38,7,0,2,1,1,133122.62,0
15618581,668,Spain,Male,25,8,0,2,1,1,135112.09,0
15618661,535,France,Male,30,6,103804.97,1,1,1,125710.53,0
15618695,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0
15618703,663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1
15618765,530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0
15618774,474,France,Male,54,3,0,1,1,0,108409.17,1
15618926,520,Spain,Male,43,7,0,2,1,1,36202.74,0
15618936,688,France,Female,51,5,0,1,1,0,91624.11,1
15619029,620,Spain,Female,43,2,0,2,1,0,20670.1,0
15619087,762,France,Male,53,1,102520.37,1,1,1,170195.4,0
